ICAO	city
SBES	Sao Pedro da Aldeia
SBFC	Franca
SBFI	Foz Do Iguacua
SBFL	Florianopolis
SBFN	Fernando de Noronha
SBFT	Fronteira
SBFU	Sao Jose da Barra Furnas
SBFZ	Fortaleza
SBGA	Brasilia Gama
SBGL	Rio de Janiero
SBGM	Guajara Mirim
SBGO	Goiania Santa Genoviva
SBGP	Macae Plataforma PNA1
SBGR	Sao Paulo Intl
SBGS	Ponta Grossa
SBGW	Guaratingueta
SBHT	Altamira
SBIC	Itacoatiara
SBIH	Itaituba
SBIL	Ilheus
SBIP	Santana do Paraiso
SBIT	Itumbiara
SBIZ	Imperatriz
SBJC	Belem Julio Caesar
SBJF	Juiz de Fora Francisco de Assis
SBJP	Joao Pessoa 
SBJR	Rio de Janeiro Jacarepagua
SBJV	Joinville
SBKG	Campina Grande
SBKP	Campinas
SBLJ	Lajes
SBLN	Lins
SBLO	Londrina
SBLP	Bom Jesus da Lapa
SBLS	Lagoa Santa
SBMA	Maraba
SBMC	Minacu
SBMD	Almeirim Monte Dourado
SBME	Macae
SBMG	Maringa
SBMK	Montes Claros
SBML	Marilia
SBMN	Manaus Ponta Pelada
SBMO	Maceio Campo dos Palmares
SBMQ	Macapa
SBMR	Manoel Ribas
SBMS	Mossoro Dix Sept Rosado
SBMT	Sao Paulo Marte
SBMY	Manicore
SBNF	Navegantes Itajai
SBNM	Santo Angelo
SBNT	Natal
SBOI	Oiapoque
SBPA	Porto Alegre Salgado Filho
SBPB	Parnaiba
SBPC	Pocos de Caldas
SBPF	Passo Fundo Lauro Kurtz
SBPI	Pico do Couto
SBPJ	Palmas
SBPK	Pelotas
SBPL	Petrolina
SBPN	Porto Nacional
SBPP	Ponta Pora
SBPS	Porto Seguro
SBPV	Porto Velho
SBPW	Pindamonhangaba Visaba
SBQV	Vitoria da Conquista
SBRB	Rio Branco
SBRF	Recife Guararapes
SBRG	Rio Grande
SBRJ	Rio de Janeiro Santos Dumont
SBRP	Ribeirao Preto Leite Lopes
SBRQ	Sao Roque
SBSC	Santa Cruz Rio De Janeiro
SBSJ	Sao Jose Dos Campos
SBSL	Sao Luis
SBSM	Santa Maria
SBSN	Santarem
SBSP	Sao Paulo Congonhas
SBSR	Sao Jose do Rio Preto
SBST	Santos Base Aerea
SBSV	Salvador
SBTA	Taubate Heliponto
SBTB	Oriximina Trombetas
SBTE	Teresina
SBTF	Tefe
SBTK	Tarauaca
SBTL	Telemaco Borba
SBTS	Obidos Tiros
SBTT	Tabatinga
SBTU	Tucurui
SBUA	Sao Gabriel da Cachoeira
SBUF	Paulo Afonso
SBUG	Uruguaiana Rubem Berta
SBUL	Uberlandia
SBUP	Castilho Urubupunga
SBUR	Uberaba
SBVG	Varginha Major Brigadeiro
SBVH	Vilhena
SBVT	Vitoria Goiabeiras
SBYA	Sao Gabriel da Cachoeira Iauarete
SBYS	Piracununga Campo Fontenelle
SCAA	Andacollo
SCAB	La Lumbrera
SCAC	Ancud
SCAD	Ovalle
SCAE	Arica El Buitre
SCAF	Alhue
SCAG	Los Angeles El Avellanno
SCAH	Achao
SCAJ	Retiro Las Alpacas
SCAK	Recinto
SCAL	Santa Barbara
SCAM	Amincha
SCAN	Los Andes San Raphael
SCAO	Lolol Palo Alto
SCAP	Alto Palena
SCAQ	Lago Ranco Arquilhue
SCAR	Arica Chacalluta
SCAS	Puerto Aysen
SCAT	Santiago Helepuerto
SCAU	Paine
SCAY	Ayacara
SCBA	Balmaceda
SCBB	Santa Barbara
SCBC	Lago Verde Cacique Blanco
SCBD	Santa Cruz El Boldal
SCBE	Tocopilla Barriles
SCBG	Base Antarctica Presidente Gabriel
SCBI	Bahia Inutil
SCBL	Quilpue
SCBN	Rio Bueno Cotreumo
SCBO	Base Antarctica Bernado o'Higgins
SCBP	Base Antarctica Arturo Prat
SCBQ	Santiago Mil el Bosque
SCBR	Lago Brown
SCBS	Bahia Posesion
SCBU	Molina El Baul
SCBV	Rio Claro
SCCA	Cauquenes
SCCB	Combarbala
SCCC	Chile Chico
SCCE	Concepcion Ciudad
SCCF	Calama El Loa
SCCG	Cogoti La Pelicana
SCCH	Chillan
SCCI	Punta Arenas Intl
SCCK	Contao
SCCL	Caldera
SCCM	Choshuenco Molco
SCCN	Santiago Cerro Galan
SCCP	Casablanca El Porvenir
SCCQ	Coquimbo
SCCR	Caleta Tortel
SCCS	Cabo De Hornos
SCCT	Constitucion Quivolgo
SCCU	Curacautin Lolco
SCCV	Curacavi
SCCY	Coyhaique Teniente Vidal
SCDA	Iquique
SCDD	Puerto Varas
SCDG	Magallanes Hel
SCDI	Pichidangui
SCDK	Domeyko
SCDM	Vichuquen
SCDO	Farellones Hel Valle Nevado
SCDQ	Duqueco
SCDR	Isla Diego Ramirez
SCDU	Punta Dugenes
SCDW	Isla Dawson
SCEB	Entrada Baker
SCEC	Estacion Chanar
SCED	Puerto Eden
SCEE	Linares Esmeralda
SCEF	Isla Rey Jorge Montalva
SCEK	Chepica
SCEL	Santiago
SCEO	Campamento la Esperanza
SCEP	Embalse la Paloma
SCER	Quintero
SCES	El Salvador Bajo
SCET	San Vicente Detagua Tagua
SCEV	Isla Evangelistas
SCEY	Entrada Meyer
SCFA	Antofagasta Intl
SCFC	Fachinal
SCFF	Freirina
SCFI	Frutillar
SCFK	Chillan Fundo el Carmen
SCFL	Casablanca Fundo Loma Larga
SCFM	Porvenir
SCFN	Russfin
SCFO	Farellones
SCFP	Fundo Pucalan
SCFR	Constitucion
SCFS	Chonchi
SCFT	Futaleufu
SCFU	Futromo
SCFV	Molina Fundo Santa Victoria
SCFX	Isla San Felix
SCGA	La Union Punta Galera
SCGB	Los Sauces Guadaba
SCGD	Cerro Guido
SCGE	Los Angeles Maria Dolores
SCGI	Retiro San Guillermo
SCGL	Rapel Las Agullas
SCGM	Rengo
SCGN	Chaiten Caleta Gonzalo
SCGO	Angol Los Confines
SCGR	Llanada Grande El Manso
SCGS	Cholguan Siberia
SCGT	Coyhaique Arroyo el Gato
SCGU	Isla Guarello
SCGY	Cunco Los Guayes
SCGZ	Puerto Williams
SCHA	Copiapo
SCHC	Santiago Chicureo
SCHD	Litueche Midango
SCHE	Huepil
SCHG	La Estrella
SCHH	Chile Chico Punta Baja
SCHK	La Union Hueicomilla
SCHL	Lolol
SCHM	Isla Mocha Punta El Saco
SCHN	Choshuenco Chan Chan
SCHO	Caleta Hornos
SCHP	Retiro Copihue
SCHR	Cochrane
SCHT	Chaiten Tic Toc
SCHU	Huasco Grand Canon
SCHW	Hualaihue
SCIA	Isla Apiao
SCIB	Isla Butachauques
SCIC	Curico General Freire
SCID	Punto Arenas Marco Davison
SCIE	Concepcion
SCIF	Lllifen
SCIG	Isla Guafo
SCIH	Isla las Huichas
SCII	Puerto Ingenero Ibanez
SCIK	Isla Talcan
SCIL	Illapel
SCIM	Isla Mocha
SCIN	Colina
SCIO	Villa O' Higgins
SCIP	Isla de Pascua
SCIQ	Iquique Ciudad
SCIR	Isla Robinson Crusoe
SCIS	Isla Santa Maria
SCIT	Isla Tierra del Fuego
SCIV	Panimavida
SCIX	Isla Lenox
SCJA	Laja
SCJC	Ranguelmo
SCJJ	Collipulli
SCJK	Osorno Juan Kemp
SCJO	Osorno Canal Bajo Hott Siebert
SCJV	San Javier El Parron
SCKA	San Carlos Santa Marta
SCKB	Lago Carburga
SCKC	Cunco Roberto Chavez
SCKD	Rio Bueno El Cardal
SCKH	Conaripe Llancahue
SCKK	Molina La Cascada
SCKL	Lampa Lipangui
SCKM	Cochamo
SCKN	Licancen Licancel
SCKO	Collipulli Agua Buena
SCKP	Pica Coposa
SCKQ	Pucon Curimanque
SCKR	Carahue
SCKU	Chuquicamata
SCLA	Lautaro
SCLB	Lebu
SCLC	Santiago Municipal de Vitacura
SCLD	Llanada Grande
SCLE	Calama La Escondida
SCLF	Llifen Calcuruppe
SCLG	Pencahue La Aguada
SCLH	Limache Santa Rosa
SCLI	Llico Torca
SCLJ	La Junta
SCLK	Colico
SCLL	Vallenar
SCLM	San Javier Loncomilla
SCLN	Linares Municipal de Linares
SCLO	Loncoche
SCLP	Lampa Lipangui
SCLQ	La Ligua
SCLR	Lago Ranco
SCLS	Lautaro Esperanza
SCLT	Lautaro Fundo Los Copihues
SCLU	La Union
SCLV	Los Vilos
SCLY	Laraquete
SCMA	Puerto Marin Balmaceda
SCMB	Antofagasta La Chimba
SCMC	Puerto Guadal
SCME	Melipilla Los Cuatro Diablos
SCMF	Villarica Malloco
SCMG	San Javier Santa Maria de Migre
SCMH	Marchigue
SCMI	Miaqui
SCMJ	Mejillones
SCMK	Melinka
SCML	Maullin
SCMM	Catapilco
SCMN	Paine Mansel
SCMO	Puerto Montt Ciudad
SCMP	Melipilla
SCMS	Manantiales
SCMT	Puerto Montt
SCMU	Pichilemu Panilonco
SCMV	Molina Vina San Pedro
SCMW	Melipilla Villoslada
SCMY	Michilla Carolina
SCMZ	El Manzano
SCNA	Punta Arenas Ciudad
SCNC	Nacimiento
SCND	Nadis
SCNE	Maria Elena
SCNI	San Nicolas Santa Eugena
SCNK	Salamanca Los Pelmabres
SCNM	Canete
SCNO	Nochaco
SCNS	Punta Arenas Sandra Scabini
SCNT	Puerto Natales
SCNU	Lonquimay Marimenuco
SCNV	Isla Nueva
SCNY	Navarino Yandegaia
SCOA	Ovalle Estancia Los Loros
SCOC	Puerto Octav Las Araucarias
SCOE	Romeral San Miguel
SCOH	Villa O'Higgins Rio Mayer
SCOL	Ollague
SCOM	Olmue
SCON	Quellon
SCOO	Antofagasta Cerro Coloso
SCOP	Osorno Pilauco
SCOS	Osorno Pampa Alegre
SCOT	Ovalle Santa Rosa de Tabali
SCOV	Ovalle Tuqui
SCPA	Puerto Aguirre
SCPB	Pueblo Bajo
SCPC	Pucon
SCPD	Pedro de Valdivia
SCPE	San Pedro de Atacama
SCPF	Puerto Montt Marcel Marchant
SCPG	Panguipulli
SCPH	Puyuhuapi
SCPI	Pica
SCPK	Puerto Cisnes
SCPL	Potrerillos
SCPM	Pichilemu
SCPN	Chaiten Pillan
SCPO	Isla Picton
SCPP	Mulchen Poco a Poco
SCPQ	Crucero Purranque
SCPR	Purranque
SCPS	Pisague
SCPT	Los Andes Portillo
SCPU	Peulla
SCPV	Puerto Varas
SCPW	Peumo
SCPX	Punta Catalina
SCPZ	Antartica Chilena Patriot Hills
SCQA	Pica Quebrada Blanca
SCQB	Coquimbo
SCQC	Quino La Colmena
SCQE	Isla Quenas
SCQG	Coihueco Quinahue
SCQH	Constitucion Quenehuao
SCQI	Quilimari Palo Colorado
SCQK	Tirua
SCQL	Quillota
SCQM	Osorno
SCQQ	Isla Quiriquina
SCQR	Cobquecura
SCQT	Quebrada las Tacas
SCQU	El Palqui
SCQW	Quemchi
SCQX	Quielen
SCQY	Lonquimay Villa Portales
SCRA	Chanaral
SCRB	Tortel Rio Bravo
SCRC	Rio Cisnes Villa Tapera
SCRD	Vina del Mar Rodelillo
SCRE	Rio Cisnes
SCRF	Laguna San Raphael
SCRG	Rancagua
SCRH	Renihue
SCRI	Rio Frio
SCRK	Rocas de Santo Dominguo
SCRL	Rapel La Estrella
SCRM	Isla Rey Jorge
SCRN	Rio Negro
SCRO	Parron
SCRP	Rapel Rapelhuapi
SCRQ	Rio Bueno Rucananco
SCRR	Cabo Raper
SCRS	Rio Pascua
SCRT	Retiro El Almendro
SCRU	Rio Murta
SCRV	Rio Pueblo
SCRW	Paredones
SCRX	San Fernanado
SCRY	Rininahue
SCSA	Puerto Saavedra
SCSB	Cerro Sombrero
SCSD	San Fernando
SCSE	La Serena
SCSF	San Filipe
SCSH	Teodoro Schmidt
SCSJ	San Javier Las Mercedes
SCSK	San Clemente Colorado
SCSL	Salar de Atacama El Salar
SCSM	Salar de Atacama Misnal
SCSN	Santo Domingo
SCSO	Lago Rapel
SCSP	Isla San Pedro
SCSQ	San Pablo
SCSR	Segundo Corral
SCSS	San Sebastian
SCST	Castro
SCSV	San Vicente de Tagua
SCSW	Sewell
SCSZ	Puerto Sanchez
SCTA	Tabon
SCTB	Santiago Eulogio Sanchez
SCTC	Temuco Maquehue
SCTE	Puerto Montt Intl El Tepual
SCTF	San Fernando Termas del Flaco
SCTG	Tongoy
SCTH	Talcahuano
SCTI	Santiago Los Cerillos
SCTJ	Base Antarctica
SCTK	Temuco Palermo
SCTL	Talca
SCTM	Curico La Montana
SCTN	Chaiten
SCTO	Victoria
SCTP	Tortel Rio Pascua
SCTQ	Alto del Carmen Tres Quebradas
SCTR	Traiguen
SCTS	Melipilla Santa Teresa
SCTT	Taltal Las Breas
SCTU	Litueche
SCTW	Casablanca
SCTY	Termas de Puyehue
SCUA	Los Laureles
SCUC	Curacautin Rari Ruca
SCUE	Molina El Culenar
SCUG	Vilcun La Granja
SCUI	Chaiten Pumalin
SCUL	Bulnes El Litral
SCUM	Cumpeo La Obra
SCUN	Teno
SCUP	Cumpeo Lontuecito
SCUQ	Bulnes Larqui
SCUR	Bulnes Rucamelen
SCUS	La Union Santa Elisa
SCUZ	Santa Cruz Aerosanta Cruz
SCVA	Valparaiso
SCVB	Parral Villa Baviera
SCVC	Vicuna
SCVD	Valdivia Pichoy
SCVE	Lago Verde
SCVG	Rinihue
SCVH	Santiago Victoria de Chacabuco
SCVI	Villarrica
SCVJ	Marchigue Paredes Viejas
SCVK	Vichuquen El Alamo
SCVL	Valdivia Las Marias
SCVM	Vina del Mar 
SCVN	Vicuna Huancara
SCVO	Victoria Maria Ester
SCVP	Valparaiso Punta Angeles
SCVQ	Vichuquen Cuatro Pantanos
SCVR	Villarrica Trailelfu
SCVS	Cochrane Lago Vargas
SCVT	Ventanas Radioayuda
SCVU	Vilcun Agromanzun
SCVV	La Union Los Maitenes de Villa Vieja
SCVY	Vilcun La Malla
SCWC	Rancagua Colon
SCWE	Ovalle Escuela Agricola
SCWF	Ancud Faro Punta Corona
SCWG	Puntas Arenas Monsenor Fagnano
SCWH	Los Angeles Human
SCWJ	Osorino Adolfo Mathei
SCWK	Puntas Arenas Kapenaike
SCWL	Temuco Carrillanca
SCWN	Puerto Williams Armada
SCWP	Santiago La Platina
SCWR	Osorno Remehue
SCWS	Isla San Pedro Armada
SCWT	Talcahuan Faro Punta Tumbes
SCWU	Antofagasta Univesidad del Norte
SCWZ	Contitucion Faro Punta Carranza
SCXA	Molina Alupenhue
SCXB	Salamanca Las Brujas
SCXC	Coipuead La Capellania
SCXE	Pica Cerro Escorial
SCXP	La Union Pumahue
SCXR	Lago Rancho Las Bandurrias
SCXT	El Cristo Redentor
SCYB	Yumbel Trilahue
SCYC	Puyehue La Capilla
SCYL	Puyehue Lican
SCYR	Retiro Los Maitenes
SCZP	Zapahuira
SEAG	Jhikatal
SEAM	Ambato
SEAN	Ana Maria
SEAO	Agromarina
SEAP	Arapicos
SEAR	Arajuno
SEAS	Ascazubi
SEAV	Agrivel
SEAY	Ayangue
SEBC	Bahia de Caraquez
SEBF	Buena Fe
SEBG	Balao Grande
SEBH	Balao Chico
SEBN	Bonanza
SEBT	El Batan
SECA	Catarama
SECC	Condorcocha
SECD	Calademar
SECE	Santa Celica
SECF	Cafi
SECG	Chongon
SECH	Chone
SECI	Calica
SECM	Clementina
SECN	Corvinsa
SECO	Coca
SECP	Corvapar
SECQ	Coaque
SECR	Curaray
SECU	Cuenca
SECV	Camavel
SECY	Camaguay
SEEP	El Piedrero
SEES	Esmeraldas
SEGE	Guale
SEGH	Gran Chaparral
SEGM	Granjas Marinas
SEGS	Galapagos Baltra
SEGU	Guayaquil
SEGZ	Gualaquiza
SEHA	Hnda San Juan
SEHI	Cotachachi
SEHJ	Hnda Jackson
SEIB	Ibarra
SEIC	Inducam
SEII	Isla Isabela
SEIS	Isabel Maria
SEIZ	Ingenio Aztra
SEJC	San Jacinto
SEJI	Jipijapa
SEJM	Jama
SEKK	KM192
SEKO	KM200
SELA	Lago Agrio
SELH	Las Conchitas
SELI	Limoncocha
SELJ	La Julia
SELM	Loma Larga
SELN	Limones
SELO	Loja La Toma
SELP	La Planada
SELR	Los Manglares
SELS	La Seta
SELT	Latacunga
SELY	La Judy
SELZ	La Luz
SEMA	Macara
SEMC	Macas
SEMD	Mondragon
SEME	Mopesca
SEMF	Linsa
SEMG	Margolfo
SEMH	Machala
SEMI	Miraflores
SEMJ	Mar Rojo
SEML	Manglaralto
SEMN	La Mana
SEMO	Montalvo
SEMP	Mopa
SEMR	Maria Teresa
SEMS	Monjas Sur
SEMT	Manta
SEMX	Maragrosa
SEMY	Martinica
SENA	Nor Antizana
SENC	Nor Cayambe
SENI	Nor Iliniza
SENL	Lago Agrio
SENR	Nuevo Rancho
SENV	Sitio Nuevo
SEOL	Olmedo
SEOT	Portotillo
SEOV	Porvenir
SEOY	Pantalony
SEPA	Pastaza
SEPB	Pedro Cabro
SEPC	Patuca
SEPD	Pedernales
SEPE	Pechichal
SEPJ	Puna Vieja
SEPL	Playas
SEPN	Palestina
SEPO	Posorja
SEPP	Plantaciones Tropicales
SEPQ	Prolacan
SEPR	Patricia
SEPS	Pasaje
SEPT	Putumayo
SEPU	Puna
SEPV	Portoviejo
SEPX	Payo
SEPZ	Los Peres
SEQE	Quevedo
SEQU	Quito
SERA	Rancho Alegre
SERB	Riobamba
SERH	Rio Hondo
SERO	Santa Rosa
SERR	Rey Rancho
SERT	Santa Rita
SERY	Sarayacu
SESA	Salinas
SESC	Sucua
SESD	Santo Domingo de Los Colorades
SESE	Secadel
SESF	San Francisco
SESH	San Honorata
SESI	Sur Iliniza
SESL	San Lorenzo
SESM	Shell Mera
SESN	San Carlos
SESO	La Estrella
SEST	San Cristobal
SESU	Sausalito
SESX	San Jose de Chamanga
SESY	Sur Cayambe
SESZ	Sur Antizana
SETA	Taura
SETB	Timbre
SETE	Tena
SETG	Tenguel
SETH	Taisha
SETI	Tiputini
SETL	Tapaila
SETM	La Toma
SETN	Tachina
SETO	Pacto
SETR	Tarapoa
SETT	Teniente Ortiz
SETU	Tulcan
SEVC	La Victoria
SEVI	Villano
SEVR	El Vergel
SEYA	Yaupi
SEZA	Zamora
SEZP	Zumba Pucupamba
SFAL	Stanley
SGAS	Asuncion
SGAY	Ayolas
SGBV	Bella Vista
SGCO	Concepcion
SGEN	Encarnacion
SGES	Ciudad del Este
SGFI	Filadelfia
SGGR	Salto del Guaira
SGIB	Itaipu
SGJN	San Juan Nepomuceno
SGLO	Lobrego
SGLV	La Victoria
SGME	Mariscal Estigarribia
SGNA	Nueva Asuncion
SGOL	Olimpo
SGPI	Pilar
SGPJ	Pedro Juan Caballero
SGPO	Puerto Pinasco
SGRO	Rosario
SGSP	San Pedro Ycua Mandi Yu
SGST	Santa Teresa
SGYR	Yasyreta
SKAC	Araracuara Caqueta
SKAD	Acandi Choco
SKAG	Aguachica Cesar
SKAM	Amalfi Antioquia
SKAN	Andes Antioquia
SKAP	Apiay AFB Quindio
SKAR	Armenia
SKAS	Puerto Asis
SKBC	El Banco
SKBE	Becerril
SKBG	Bucaramanga
SKBN	Buenavista
SKBO	Bogata
SKBQ	Barranquilla
SKBR	Berastegui
SKBS	Bahia Solano
SKBU	Buenaventura
SKCA	Capurgana
SKCB	Carmen de Bolivar
SKCC	Cucuta
SKCD	Condoto
SKCG	Cartagena
SKCH	Cartagena de Ch
SKCI	Carimagua
SKCL	Cali
SKCM	Cimitarra
SKCN	Cravo Norte
SKCO	Tumaco
SKCP	Cupica Choco
SKCR	Caruru Vaupes
SKCU	Caucasia Antioquia
SKCV	Covenas Sucre
SKCZ	Corozal
SKEB	El Bagre
SKEJ	Barrancabermaja
SKEP	El Paso
SKER	El Porvenir
SKFL	Florencia
SKFR	Quipama
SKFU	Fundacion
SKFX	San Felix
SKGA	Gaviotas
SKGB	M. Fidel Guabito
SKGI	Girardot
SKGO	Cartago
SKGP	Guapi
SKGY	Guaymarel
SKGZ	Garzon
SKHA	Chaparral
SKHC	Hato Corozal
SKHL	Helicentro Bogota
SKIB	Ibague
SKIB	Ibague
SKIG	Chigorodo
SKIO	Cicuco
SKIP	Ipiales
SKLA	Malaga
SKLC	Carepa
SKLG	Puerto Leguiza
SKLL	Lomalinda
SKLM	La Mina
SKLP	La Pedrera
SKLT	Leticia
SKLV	La Vega
SKMA	Madrid AFB
SKMD	Medellin
SKME	Melgar AFB
SKMF	Miraflores
SKMG	Magangue
SKMJ	Maicao Guajira
SKML	Montelibano
SKMN	Mani Casanare
SKMP	Mompos
SKMR	Monteria
SKMU	Mitu
SKMZ	Manizales
SKNC	Necocli
SKNQ	Nuqui
SKNV	Neiva
SKOC	Ocana
SKOE	Orocue
SKOL	Puerto Lopez
SKOR	Orito
SKOT	Otu
SKPA	Paipa
SKPB	Puerto Bolivar
SKPC	Puerto Carreno
SKPD	Puerto Inirida
SKPE	Pereira
SKPG	Puerto Gaitan
SKPI	Pitalito
SKPL	Plato
SKPN	Puerto Nare
SKPP	Popayan
SKPQ	Palanquero AFB
SKPR	Puerto Berrio
SKPS	Pasto
SKPV	Providencia
SKPZ	Paz de Ariporo
SKQU	Mariquita
SKRF	Miraflores
SKRG	Rio Negro
SKRH	Rio Hacha
SKSA	Saravena
SKSF	Santa Fe de Antonio
SKSG	San Gil
SKSI	Santiago Island
SKSJ	San Jose del Guaviare
SKSM	Santa Marta
SKSO	Sogamoso
SKSP	San Andres
SKST	Simiti
SKSV	San Vicente del Caguan
SKTA	Tauramena
SKTB	Tibu
SKTD	Trinidad
SKTG	Santagueda
SKTI	Tolemaida AFB
SKTJ	Tunja
SKTL	Tolu
SKTM	Tame
SKTQ	Tres Esquinas
SKTU	Turbo
SKUA	Marandua AFB
SKUC	Arauca
SKUI	Quibdo
SKUL	Tulua
SKUR	Urrao
SKVG	Villa Garzon
SKVL	Velasquez
SKVN	Villanueva
SKVP	Valledupar
SKVV	Villavicencio
SKYA	Yaguara II
SKYP	El Yopal
SLAB	Abopo
SLAG	Monteagudo
SLAM	Arampampa
SLAN	Angora
SLAP	Apolo
SLAQ	Aiquile
SLAS	Ascencion de Guarayos
SLAU	San Aurelio
SLAV	Avicaya
SLAX	Ay Luri
SLBB	Bulo Bulo
SLBC	Boca Chapare
SLBF	Blanca Flor
SLBH	Buena Hora
SLBJ	Bermejo
SLBN	Bella Union
SLBR	Buen Retiro Itenez
SLBS	Bella Vista Itenez
SLBT	Buen Retiro Ballivian
SLBU	Baures
SLBV	Villa Vista Montano
SLBW	Buena Vista Ballivian
SLBY	Boyuibe
SLCA	Camiri
SLCB	Cochabamba
SLCC	Copacabana
SLCD	Canada
SLCE	Cabezas
SLCG	Charagua
SLCH	Chimore
SLCI	Caigua
SLCJ	Cavias
SLCK	Challapata
SLCL	Collpani
SLCM	Camiare
SLCN	Charana
SLCO	Cobija
SLCP	Concepcion
SLCQ	Copaqilla
SLCR	Comarapa
SLCS	Cerdas
SLCU	Culpina
SLCV	Cavinas
SLCX	Chive
SLCY	Collpa
SLDA	Caranda
SLDN	El Desengano
SLDO	Cerro Colorado
SLDP	Loma del Porvenir
SLEA	El Cocal
SLEC	El Cairo
SLED	El Dorado
SLEE	El Escondido
SLEF	El Triunfo
SLEH	El Rancho
SLEI	Espino
SLEJ	El Jovi
SLEK	El Condor
SLEL	El Cielo
SLEM	Estacion Camacho
SLEN	El Porvenir
SLEO	El Paraiso
SLEP	El Peru
SLER	Cerrillos
SLES	Estalsa
SLET	Santa Cruz Trompillo
SLEU	Eucaliptus
SLEV	El Salvador
SLEX	Escondido
SLEZ	La Esperanza
SLFA	Fatima
SLFL	Florida
SLFO	Flor de Oro
SLFR	Florencia
SLFV	Favorita
SLFZ	Fortaleza
SLGB	Guabira
SLGF	Gulf
SLGJ	Guadalajara
SLGP	Guirapembi
SLGS	Gral Saaverda
SLGY	Guayaramerin
SLHA	Cachascani
SLHC	Huacareta
SLHJ	Huacaraje
SLHN	Chane Bedoya
SLHS	Chacobos
SLHT	Colquechaca
SLHU	Huachi
SLHY	Caquiaviri
SLIB	Santa Isabel
SLIC	Coroico
SLID	Independiente
SLIG	Inglaterra
SLIH	Samaihuate
SLIJ	Iniguazu
SLIN	Santa Catalina
SLIP	Samaipata
SLIR	Ibori
SLIT	Itaguazurenda
SLIV	Isla Verde
SLIX	Ixiamas
SLIY	Intiraymi
SLIZ	Izozog
SLJA	Jatata
SLJD	El Jordan
SLJE	San Jose de Chiquitos
SLJM	San Juan de Fribal
SLJN	San Juan Estancias
SLJO	San Joaquin
SLJS	Josuani
SLJT	Santa Juanita
SLJV	San Javier
SLKQ	San Miguel
SLKY	Puerto Yuca
SLLA	La Asunta
SLLB	Las Brizas
SLLC	Laguna Colorada
SLLD	La Canada
SLLE	La Ele
SLLG	Laguna Verde
SLLH	Lago Huachi
SLLI	La India
SLLJ	Laja
SLLL	Laguna Loa
SLLP	La Paz
SLLQ	Copaquilla
SLLS	Lagunillas
SLLU	San Lorenzo Cordillera
SLLV	La Selva
SLLZ	San Lorenzo
SLMB	Mangabalito
SLMD	Madidi
SLME	Mandeyapecua
SLMF	Miraflores
SLMG	Magdalena
SLML	La Madre
SLMM	Mora
SLMN	Manuripi
SLMP	Mapiri
SLMR	Memore
SLMT	Montero
SLMV	Monte Verde
SLMW	Mategua
SLMX	Monos Arana
SLMY	Muyupampa
SLMZ	Mizque
SLND	Normandia
SLNE	Nueva Era
SLNL	Canada Larga
SLNO	Nuevo Mundo
SLNP	Nueva Esperanza
SLNQ	Nueva Esperanza Marban
SLNV	Nieve
SLOI	Orialsa
SLOO	Coconi
SLOR	Oruro
SLOT	Sinaota
SLPA	Palmar
SLPB	Las Parabas
SLPC	Portachuelo
SLPF	Piso Firme
SLPG	Progreso
SLPH	Puerto Heath
SLPI	Pitai
SLPL	Padilla
SLPM	Palmira
SLPN	Porvenir Norte
SLPO	Potosi
SLPP	Paraparau
SLPR	Puerto Rico
SLPS	Puerto Suarez
SLPU	Puerto America
SLPV	Puerto Villa Roel
SLPY	Piray
SLQN	Coquinal
SLQY	Curichi
SLRA	San Ramon
SLRB	Robore
SLRE	El Remate
SLRF	Refugio
SLRG	Rugaguado
SLRH	Rancho Alegre
SLRI	Riberalta
SLRL	Rosal
SLRP	Rosapata
SLRQ	Rurrenabaque
SLRR	Retiro
SLRS	Rio Seco
SLRT	Santa Rita
SLRX	Rincon del Tigre
SLRY	Reyes
SLSA	Santa Ana de Yacuma
SLSB	San Borja
SLSC	Santa Clara Moxos
SLSD	San Carlos Gutierrez
SLSE	Santa Teresita
SLSF	San Francisco Moxos
SLSG	San Miguel de Gaser
SLSH	Santa Ana de Huachi
SLSI	San Igancio de Velasco
SLSJ	Salinas
SLSK	Santa Rosa del Sara
SLSL	Santa Lucia Cliza
SLSM	San Igancio de Moxos
SLSN	Sanandita
SLSO	San Pedro de Totora
SLSP	Sipuati
SLSQ	Santiago de Chiquitos
SLSR	Santa Rosa de Yacuma
SLSS	Saipura
SLSU	Sucre
SLSW	Santa Barbara Versalles
SLSX	San Ignacito
SLSZ	Santa Rosita
SLTA	Taquipirenda
SLTB	Tiboy
SLTC	Tres Cruces
SLTE	Teoponte
SLTF	San Telmo Cordillera
SLTG	Santiago
SLTH	Tumichucua
SLTI	San Matias
SLTJ	Tarija
SLTK	Tararenda
SLTL	Toldos
SLTM	Tamarindo
SLTO	Totora
SLTP	Tipuani
SLTR	Trinidad
SLTS	Todos Santos
SLTU	Turco
SLTW	Tita
SLTX	Tuichi
SLTY	Tiguipa
SLTZ	Tupiza
SLUC	Cuevo
SLUK	Curahuara de Carangas
SLUN	Uncia
SLUR	Urubichica
SLUS	Urusi
SLUU	Ulla Ulla
SLUV	Uvas Verdes
SLUY	Uyuni
SLVA	Villa Aroma
SLVD	Covendo
SLVE	Venecia
SLVG	Valle Grande
SLVI	Caranavi
SLVM	Villa Montes
