ICAO	city
EDNT	Treuchtlingen Bubenheim
EDNU	Thannhausen
EDNV	Vogtareuth
EDNW	Weissenhorn
EDNX	Oberschleissheim
EDNY	Friedrichschafen
EDOA	Auerbach
EDOB	Bad Berka
EDOC	Gardelegen
EDOD	Reinsdorf
EDOE	Bohlen
EDOF	Bad Rankenhausen
EDOG	Gransee
EDOI	Bienenfarm
EDOJ	Luesse
EDOK	Rudolstadt Groschwitz
EDOL	Oscherleben
EDOM	Klein Muhlingen
EDON	Wriezen
EDOP	Parchim-Mecklenburg
EDOQ	Oschatz
EDOR	Stolln Rhinow
EDOR	Rostock-Laage
EDOS	Pennewitz
EDOT	Greitz Obergrouchlitz
EDOU	Weimar Umpferstedt
EDOV	Stendal Borstel
EDOW	Waren Vielist
EDOX	Renneritz
EDOY	Blumberg Rehhan
EDOZ	Schoenebeck Zackmuende
EDPA	Aalen Heidenheim Elchingen
EDPB	Bad Ditzenbach
EDPD	Dingolfing
EDPE	Eichstatt
EDPF	Schwandorf
EDPG	Griesau
EDPH	Schwabach Heidenberg
EDPJ	Laichingen
EDPM	Donzdorf Messelburg
EDPN	Neubiberg
EDPO	Neumarkt Oberpfalz
EDPQ	Schmidgaden Oberpfalz
EDPS	Sonnen
EDPT	Gerstetten
EDPW	Thalmassing Waizenhofen
EDPY	Ellwangen
EDQB	Bad Windsheim
EDQC	Coburg Brandensteinsebene
EDQD	Bayreuth
EDQE	Burg Feuerstein
EDQF	Anssbach Petersdorf
EDQH	Herzogenaurach
EDQI	Lauf Lillinghof
EDQK	Kulmbach
EDQL	Lichtenfels
EDQM	Hof
EDQN	Neustadt Aisch
EDQO	Ottengruner Heide
EDQP	Rosenthal Field Plossen
EDQR	Ebern Sendelbach
EDQS	Suhl Goldlauter
EDQT	Hassfurt
EDQW	Weiden
EDQX	Hetzleser Berg
EDQY	Coburg Steinrucken
EDQZ	Pegnitz Zipser Berg
EDRA	Bad Neuenahr Ahrweiler
EDRB	Bitburg
EDRD	Neumagen-Dhron
EDRF	Bad Duerkheim
EDRG	Idar-Oberstein Goettschied
EDRH	Hoppstaedten-Weiersbach
EDRI	Linkenheim
EDRJ	Saarlouis Dueren
EDRK	Koblenz Winningen
EDRL	Lachen-Speyerdorf
EDRM	Traben Trarbach Mont Royal
EDRN	Nannhausen
EDRO	Schweighofen
EDRP	Pirmasens
EDRS	Bad Sobernheim Domberg
EDRT	Trier Foehren
EDRV	Wershofen Eifel
EDRW	Dierdorf Wienau
EDRY	Speyer
EDRZ	Zweibruecken
EDSA	Albstadt Degerfeld
EDSB	Karlsruhe Baden Baden
EDSH	Backnang Heiningen
EDSI	Binningen
EDSK	Kehl Sundheim
EDSL	Blumberg
EDSN	Neuhausen Ob Eck
EDSP	Poltringen
EDSW	Altdorf Wallburg
EDSZ	Rottweil Zepfenhan
EDTB	Baden-Baden Oos
EDTC	Bruchsal
EDTD	Donaueschingen Villingen
EDTF	Freiburg Imbreisgau
EDTG	Bremgarten
EDTH	Heubach 
EDTK	Karlsruhe Forchheim
EDTL	Lahr
EDTM	Mengen
EDTN	Nabern Teck
EDTO	Offenburg
EDTP	Pfullendorf
EDTR	Herten Rheinfelden
EDTS	Schwenningen Am Neckar
EDTU	Saulgau
EDTW	Winzeln Schramberg
EDTX	Schwabish Hall Weckreiden
EDTY	Schwabish Hall Hessental
EDTZ	Konstantz
EDUO	Oberrissdorf
EDUT	Templin Gross Dolln
EDVA	Bad Gandersheim
EDVC	Celle Arloh
EDVE	Braunschweig
EDVF	Blomberg Borkhausen
EDVG	Mengeringhausen
EDVH	Hodenhagen 
EDVI	Hoexter-Holzminden
EDVK	Kassel Calden
EDVL	Holleberg
EDVM	Hildesheim
EDVN	Northeim
EDVP	Peine Eddesse 
EDVR	Rinteln
EDVS	Salzgitter Druette
EDVU	Uelzen
EDVW	Bad Pyrmont
EDVY	Porta Westfalica
EDWA	Bordelum
EDWB	Bremerhaven Am Luneort 
EDWC	Damme
EDWD	Lemwerder
EDWE	Emden
EDWF	Leer Papenburg
EDWG	Wangerooge
EDWH	Oldenburg Hatten
EDWI	Wilhelmshaven Mariensiel
EDWJ	Juist
EDWK	Karlshofen
EDWL	Langeoog
EDWM	Weser-Wuemme
EDWN	Nordhorn Lingen
EDWO	Osnabrueck Atterheide
EDWQ	Ganderkesee Atlas Airfield
EDWR	Borkum
EDWS	Norden Norddeich
EDWU	Varrelbusch
EDWV	Verden Scharnhorst
EDWX	Westerstede Felde
EDWY	Norderney
EDWZ	Baltrum
EDXA	Achmer
EDXB	Heide-Buesum
EDXC	Schleswig Kropp
EDXD	Bohmte Bad Essen
EDXE	Rheine Eschendorf
EDXF	Flensburg Schaeferhaus
EDXG	Melle Groenegau
EDXH	Helgoland Dune
EDXI	Nienburg Holzbalge
EDXK	Leck
EDXL	Barssel
EDXM	St. Michaelisdonn
EDXN	Nordholz Spieka
EDXO	St. Peter Ording
EDXP	Harle
EDXQ	Rotenburg Wumme
EDXQ	Diepholz Duemmerland
EDXR	Rendsburg Schachtholm
EDXS	Seedorf
EDXT	Sierksdorf Hof Altona
EDXU	Huettenbusch
EDXW	Westerland Sylt
EDXY	Wyk Auf Foehr
EDXZ	Kuhrstedt Bederkesa
EEEI	Amari
EEHU	Haapsalu
EEJI	Johvi
EEKA	Kardla
EEKE	Kuressaare
EEKU	Kinhu
EENA	Narva
EENI	Nurmsi
EEPR	Piirisaar
EEPU	Parnu
EERA	Rapla
EERI	Ridali
EERU	Ruhnu
EETA	Tapa
EETN	Tallinn Ulemiste
EETR	Tartu Raadi
EETU	Tartu Ulenurme
EEVI	Viljandi
EFAA	Aavahelukka
EFAH	Ahmosvo
EFAL	Alavus
EFET	Enontekio
EFEU	Eura
EFFO	Forssa
EFHA	Halli
EFHF	Heslinki Malmi
EFHI	Haapamaki
EFHK	Helsinki Vantaa
EFHL	Hailuoto
EFHM	Hameenkyro
EFHN	Hanko
EFHP	Haapavesi
EFHV	Hyvinkaa
EFII	Iislami
EFIK	Kiikala
EFIL	Ilmajoki
EFIM	Immola
EFIT	Kitee
EFIV	Ivalo
EFJM	Jamijarvi
EFJO	Joensuu
EFJP	Jakalapaa
EFJY	Jyvaskyla
EFKA	Kauhava
EFKE	Kemi
EFKG	Kumlinge
EFKH	Kuhmo
EFKI	Kajaani
EFKJ	Kauhajoki
EFKK	Kokkola Kruunupyy
EFKM	Kemijarvi
EFKO	Kalajoki
EFKR	Karsamaki
EFKS	Kuusamo
EFKT	Kittila
EFKU	Kuopio
EFKV	Kivijarvi
EFKY	Kymi
EFLA	Lahti Vesivehmaa
EFLL	Lapinlahti
EFLN	Lieska Nurmes
EFLP	Lappeenranta
EFMA	Mariehamn
EFME	Menkijarvi
EFMI	Mikkeli
EFMN	Mantsala
EFMP	Martiniiskonpalo
EFNU	Nummela
EFOP	Oripaa
EFOU	Oulu
EFPA	Pokka
EFPH	Pyhaselka
EFPI	Piikajarvi
EFPK	Pieksamaki
EFPN	Punkaharju
EFPO	Pori
EFPU	Pudasjarvi
EFPY	Pyhasalmi
EFRA	Rautavaara
EFRH	Raahe Pattijoki
EFRN	Rantasalmi
EFRO	Rovaniemi
EFRU	Ranau
EFRV	Kiuruvesi
EFRY	Rayskala
EFSA	Savonlinna
EFSE	Selanpaa
EFSI	Seinajoki
EFSJ	Sonkajarvi Jyrkka
EFSO	Sodankyla
EFSU	Suomussalmi
EFTE	Tervola
EFTO	Torbacka
EFTP	Tampere Pirkkala
EFTS	Teisko
EFTU	Turku
EFUT	Utti
EFVA	Vaasa
EFVI	Viitasaari
EFVL	Vaala
EFVR	Varkaus
EFVT	Sulkaharju
EFVU	Vuotso
EFWB	Wredeby
EFYL	Ylivieska Raudaskyla
EG01	Ashcroft
EG02	Audley End
EG03	Badminton
EG04	Bedford (Closed)
EG05	Bentwaters (Closed)
EG07	Binbrook (Closed)
EG08	Bishopscourt (Closed)
EG09	Brawdy ( Closed)
EG10	Breighton
EG11	Canterbury
EG12	Cromer
EG13	Deanland
EG14	Deenthorpe
EG16	Dunstable
EG17	Enstone
EG18	Eshott
EG19	Fadmoor
EG21	Finningley (Closed)
EG23	Greenham Common (Closed)
EG24	Hatfield (Closed)
EG26	Hibaldstow
EG27	High Easter
EG28	Huddersfield
EG29	Hullavingdon (Closed)
EG30	Ipswich (Closed)
EG31	Kinross
EG32	Langar
EG33	Leavesden (Closed)
EG34	Ledbury
EG35	Little Snoring
EG37	Milson
EG38	Moat Hall
EG40	Newbury
EG41	Newton le Willows
EG43	Nuthampstead
EG44	Old Warden
EG45	Pocklington
EG47	Rednal
EG48	Rhigos
EG49	Riseley
EG51	Scarborough
EG53	Stubton Park
EG54	Thurrock
EG56	Upavon
EG57	Upper Heyford (closed)
EG58	West Malling
EG59	Westbury sub Mendip
EG60	Wigtown
EG61	Woodbridge (Closed)
EG62	Wroughton (Closed)
EG63	York Acaster Malbis
EG64	York Rufforth
EG65	Swanton Morley
EG99	Rockall
EGAA	Belfast - Aldergrove
EGAB	Enniskillen
EGAC	Belfast City
EGAD	Newtownards
EGAE	City of Derry
EGAL	Langford Lodge
EGBB	Birmingham
EGBC	Cheltenham Racecourse
EGBD	Derby
EGBE	Coventry
EGBG	Leicester
EGBJ	Gloucestershire
EGBK	Northampton
EGBL	Long Marston
EGBM	Tatenhill
EGBN	Nottingham
EGBO	Halfpenny Green
EGBP	Kemble
EGBS	Shobdon
EGBT	Turweston
EGBV	Silverstone
EGBW	Wellesbourne
EGCB	Manchester Barton
EGCC	Manchester
EGCD	Manchester Woodford
EGCE	Wrexham Borras (Closed)
EGCF	Sandtoft
EGCG	Strubby Hel
EGCH	Holyhead Hel
EGCJ	Sherburn in Elmet
EGCK	Caernarfon
EGCL	Fenland
EGCO	Southport
EGCP	Thorne
EGCS	Sturgate
EGCT	Tilstock
EGCV	Sleap
EGCW	Welshpool
EGDC	Chivenor
EGDG	St. Mawgan
EGDL	Lyneham
EGDM	Boscombe Down
EGDN	Netheravon
EGDO	Predannack (Closed)
EGDP	Portland
EGDR	Culdrose
EGDW	Merryfield
EGDX	St. Athan
EGDY	Yeovilton
EGE01	Isle of Skye
EGE02	Coll
EGE03	Colonsay
EGE04	Dornoch
EGE05	East Winch
EGE06	Fetlar
EGE07	Flotta
EGE08	Gigha
EGE09	Glenforsa
EGE10	Hoy
EGE11	Insch
EGE12	Oban
EGE13	Plockton
EGE14	Strathallen
EGE15	Fearn
EGEC	Campbeltown
EGED	Eday
EGEF	Fair Isle
EGEG	Glasgow City Heliport
EGEH	Whalsay
EGEN	North Ronaldsay
EGEP	Papa Westray
EGER	Stronsay
EGES	Sanday
EGET	Lerwick
EGEW	Westray
EGFC	Cardiff Tremorfa Hel
EGFE	Haverfordwest
EGFF	Cardiff
EGFH	Swansea
EGFP	Pembrey
EGGD	Bristol Lulsgate
EGGP	Liverpool
EGGW	London Luton 
EGHA	Compton Abbas
EGHB	Maypole
EGHC	Lands End
EGHD	Plymouth
EGHE	Scilly Isles
EGHF	Lee on Solent
EGHG	Yeovil
EGHH	Bournemouth
EGHI	Southampton
EGHJ	Bembridge
EGHK	Penzance
EGHL	Lasham
EGHN	Isle of Wight Sandown
EGHO	Thruxton
EGHP	Popham
EGHR	Chichester
EGHS	Henstridge
EGHT	Tresco Heliport
EGHU	Eaglescott
EGHY	Truro
EGJA	Alderney
EGJB	Guernsey
EGJJ	Jersey
EGKA	Shoreham
EGKB	Biggin Hill
EGKD	Albourne
EGKE	Challock
EGKG	Goodwood Racecourse
EGKH	Lashenden Headcorn
EGKK	London Gatwick
EGKR	Redhill
EGLA	Bodmin
EGLB	Brooklands (Closed)
EGLC	London City
EGLD	Denham
EGLF	Farnborough
EGLG	Panshangar
EGLI	Isleworth
EGLJ	Chalgrove
EGLK	Blackbushe
EGLL	London Heathrow
EGLM	White Waltham
EGLS	Old Sarum
EGLT	Ascot Racecourse
EGLW	Westland Heliport
EGMA	Fowlmere
EGMC	Southend
EGMD	Lydd
EGMF	Farthing Corner
EGMH	Manston
EGMJ	Little Gransden
EGNA	Hucknall
EGNB	Brough
EGNC	Carlisle
EGNE	Retford Gamston
EGNF	Netherthorpe
EGNH	Blackpool
EGNI	Skegness 
EGNJ	Humberside
EGNL	Barrow
EGNM	Leeds
EGNO	Warton
EGNR	Hawarden
EGNS	Ronaldsway
EGNT	Newcastle
EGNU	Full Sutton
EGNV	Teesside
EGNW	Wickenby
EGNX	East Midlands
EGNY	Beverley
EGOD	Llanbedr
EGOE	Ternhill
EGOQ	Mona
EGOS	Shawbury
EGOV	Valley
EGOW	Woodvale
EGOY	West Freugh
EGPA	Kirkwall
EGPB	Sumburgh
EGPC	Wick
EGPD	Aberdeen
EGPE	Inverness
EGPF	Glasgow
EGPG	Cumbernauld
EGPH	Edinburgh
EGPI	Islay
EGPJ	Fife
EGPK	Prestwick
EGPL	Benbecula
EGPM	Scatsta
EGPN	Dundee
EGPO	Stornoway
EGPR	Barra (Beach)
EGPS	Peterhead Longside
EGPT	Perth
EGPU	Tiree
EGPW	Unst
EGPY	Dounreay (Closed)
EGQB	Ballykelly
EGQK	Kinloss
EGQL	Leuchars
EGQM	Boulmer
EGQS	Lossiemouth
EGSA	Shipdam
EGSB	Bedford Castle Mill
EGSC	Cambridge
EGSD	Gt Yarmouth
EGSF	Peterborough Conington
EGSG	Stapleford
EGSH	Norwich
EGSI	Marshland
EGSJ	Seething
EGSK	Hethel
EGSL	Andrewsfield
EGSM	Beccles
EGSN	Bourn
EGSO	Crowfield
EGSP	Peterborough Sibson
EGSQ	Clacton
EGSR	Earls Colne
EGSS	London Stansted
EGST	Elmsett
EGSU	Duxford
EGSV	Old Buckenham
EGSW	Newmarket Heath
EGSX	North Weald
EGSY	Sheffield City
EGTA	Aylesbury Thame
EGTB	Wycombe Air Park Booker
EGTC	Cranfield
EGTD	Dunsfold
EGTE	Exeter
EGTF	Fairoaks
EGTG	Filton
EGTK	Oxford
EGTO	Rochester
EGTP	Perranporth
EGTR	Elstree
EGTU	Dunkeswell
EGTW	Oaksey Park
EGUB	Benson
EGUC	Aberporth
EGUL	Lakenheath
EGUN	Mildenhall
EGUO	Colerne
EGUW	Wattisham
EGUY	Wyton
EGVA	Fairford
EGVN	Brize Norton
EGVO	Odiham
EGVP	Middle Wallop
EGWC	Cosford
EGWE	Henlow (Closed)
EGWN	Halton
EGWU	Northolt
EGWZ	Alconbury ( Closed)
EGXC	Conningsby
EGXD	Dishforth
EGXE	Leeming
EGXG	Church Fenton
EGXH	Honington
EGXJ	Cottesmore
EGXN	Newton
EGXP	Scampton 
EGXT	Wittering
EGXU	Linton on Ouse
EGXV	Leconfield
EGXW	Waddington
EGXZ	Topcliffe
EGYC	Coltishall
EGYD	Cranwell
EGYE	Barkston Heath
EGYM	Marham
EGYP	Mount Pleasant
EHAL	Ameland
EHAM	Amsterdam Schipol
EHBD	Weert Budel
EHBK	Maastricht
EHDB	De Bilt
EHDL	Deelen (Arnhem)
EHDP	De Peel Venraij
EHDR	Drachten
EHEH	Eindhoven
EHGG	Groningen Eelde
EHGR	Gilze Rijen
EHHO	Hoogeveen
EHHV	Hilversum
EHKD	Den Helder - De Kooy
EHLE	Lelystad
EHLW	Leeuwarden
EHMZ	Middelburg Midden Zeeland
EHNP	Emmeloord Noord Oostpolder
EHRD	Rotterdam
EHSB	Soesterberg
EHSE	Hoeven Seppe
EHST	Stadskannal
EHTE	Deventer Teuge
EHTW	Enschede Twenthe
EHTX	Texel
EHVB	Leiden-Valkenburg
EHVK	Volkel
EHWO	Woensdrecht
EHYB	Ypenburg
EIAB	Abbeyshrule
EIBA	Ballyboughal
EIBB	Brittas Bay
EIBN	Bantry
EIBR	Birr
EIBT	Belmullet
EICA	Connemara
EICB	Castlebar
EICD	Castlebridge
EICK	Cork
EICL	Clonbullogue
EICM	Galway
EICN	Coonagh
EICS	Castleforbes
EIDL	Donegal
EIDW	Dublin
EIFD	Cashel
EIGM	Gormanston
EIGN	Gowran Grange
EIHN	Hacketstown
EIIM	Inishmore
EIIR	Inisheer
EIKH	Kilrush
EIKI	Killenaule
EIKL	Kilkenny
EIKN	Connaught
EIKY	Kerry
EILT	Letterkenny
EIME	Casement Baldonnel
EIMG	Moneygall
EIMN	Inishmaan
EIMY	Moyne
EINC	Newcastle - Eire
EINN	Shannon
EIPT	Powerscourt
EIRT	Rathcoole
EISG	Sligo
EISP	Spanish Point
EITM	Trim
EIWF	Waterford
EIWT	Weston
EKAE	Aero
EKAH	Aarhus Tirstrup
EKAL	Allerod
EKAT	Anholt
EKBI	Billund
EKCH	Kobenhavn Kastrup
EKEB	Esbjerg
EKEL	Endelave
EKFA	Frodba Faeroes
EKGF	Tyra Ost
EKGH	Gronholt
EKHG	Herning Skinderholm
EKHK	Holbaek
EKHS	Hadsund
EKHV	Haderslev
EKKA	Karup MIL
EKKL	Kalunborg
EKKV	Klaksvik
EKLS	Laeso
EKLV	Lemvig
EKMB	Lolland Falster Maribo
EKMN	Koster Vig
EKMS	Mykines
EKNM	Morso
EKNS	Nakskov
EKOD	Odense
EKPB	Krusa Padborg
EKRD	Randers
EKRK	Kobenhavn Roskilde
EKRN	Bornholm Ronne
EKRR	Ro
EKRS	Ringsted
EKSA	Saeby
EKSB	Sonderborg
EKSD	Spjald
EKSN	Sindal
EKSP	Skrydstrup Vojens MIL
EKSS	Samso
EKST	Sydfyn Tasinge
EKSV	Skive
EKSY	Skuvoy
EKTB	Torshavn
EKTD	Tonder
EKTS	Thisted
EKVA	Vandel Mil
EKVB	Viborg
EKVD	Kolding Vamdrup
EKVG	Vagar
EKVH	Aars Flyveplads
EKVJ	Stauning
EKVL	Vaerlose Mil
EKYT	Aalbourg
ELLX	Luxembourg
ELNT	Wiltz Noertrange
ENAL	Alesund
ENAN	Andoya
ENAS	Ny Alesund Svalbard
ENAT	Alta
ENBA	Barentsburg
ENBJ	Bjornoya
ENBL	Forde Bringeland
ENBM	Bomoen
ENBN	Bronnoysund Bronnoy
ENBO	Bodo
ENBR	Bergen Flesland
ENBS	Batsfjord
ENBV	Berlevag
ENCN	Kristiansand Kjevik
ENDI	Dagali
ENDR	Draugen
ENDU	Bardufoss
ENEG	Eggemoen
ENEK	Ekofisk (Rig)
ENEV	Evenes
ENFA	Froya Flatval
ENFB	Oslo Fornebu
ENFG	Fagernes Leirin
ENFL	Floro
ENFO	Forus
ENFR	Frigg
ENFY	Fyresdal
ENFZ	Fritzoe
ENGM	Oslo Gardenmoen
ENGN	Grimsmoen
ENHA	Hamar Stafsberg
ENHD	Haugesund Karmoy
ENHE	Heidrun
ENHF	Hammaerfest
ENHK	Hasvik
ENHN	Hornmoen
ENHO	Hopen
ENHS	Hokksund
ENHV	Honningsvag Valan
ENIS	Isfjord
ENJA	Jan Mayen
ENJB	Jarlsberg
ENKA	Kautokeino
ENKB	Kristiansund Kvernberget
ENKJ	Kjeller
ENKR	Kirkenes Hoybuktmoen
ENLI	Lista
ENLK	Leknes
ENMH	Mehamn
ENML	Molde Aro
ENMS	Mosjoen Kjaerstad
ENNA	Banak
ENNK	Narvik Framnes
ENNM	Namsos
ENNO	Notodden
ENOL	Orland
ENOV	Orsta Volda Hovden
ENPY	Pyramiden
ENRA	Mo I Rana Rossvoll
ENRM	Rorvik Ryum
ENRO	Roros
ENRS	Rost
ENRY	Rygge
ENSA	Svea
ENSB	Svalbard Longyear
ENSD	Sandane Anda
ENSG	Sogndal Haukasen
ENSH	Svolvaer Helle
ENSK	Stokmarknes Skagen
ENSN	Skien Geiteryggen
ENSO	Stord
ENSR	Sorkjosen
ENSS	Vardoe
ENST	Sandnessjoen Stokka
ENTC	Tromso Langes
ENTO	Torp
ENVA	Vaernes AB / Trondheim
ENVD	Vadso
ENVR	Vaeory
ENZV	Stavangar Sola
EPAR	Arlamow
EPBA	Bielsko Biala Aleksandrowice
EPBC	Warsaw Babice
EPBD	Bydgoszcz Biedaszkowo
EPBK	Bialystok Krywlany
EPBP	Biala Podlaska
EPBY	Bydgoszcz Szweredowo
EPCH	Czestochowa Rudniki
EPDA	Darlowek
EPDE	Deblin
EPDR	Drawsko Pomorskie
EPEL	Elblag
EPGD	Gdansk Rebiechowo
EPGG	Glogow
EPGI	Grudziadz Lisie Katy
EPGL	Gliwice
EPIN	Inowroclaw Civil
EPIR	Inowroclaw Mil
EPIW	Iwonicz
EPJA	Jastarnia
EPJG	Jelenia Gora
EPKA	Kilece Maslow
EPKB	Konin Kazimierz
EPKE	Ketrzyn
EPKK	Krakow Balice
EPKM	Katowice Muchowiec
EPKN	Kamien Slaski
EPKO	Koszalin Zegrze Pomorskie
EPKP	Pobiednik Wielki
EPKR	Krosno
EPKS	Krzesiny
EPKT	Katowice Pyrzowice
EPKY	Krasiczyn
EPKZ	Kazimierz Slaski
EPLB	Lebunia
EPLK	Lask
EPLL	Lodz Lublinek
EPLN	Lansk
EPLR	Lublin Radawiec
EPLS	Leszno Strzyewice
EPLU	Lubin
EPLY	Leczyca
EPMB	Malbork
EPMI	Miroslawiec
EPMJ	Mikolajki
EPML	Mielec
EPMM	Minsk Mazowiecki
EPMO	Modlin
EPMU	Muzszaki
EPND	Nowa Deba
EPNL	Nowy Sacz Lososina Dolna
EPNM	Nowe Miasto
EPNT	Nowy Targ
EPOD	Olsztyn Dajtky
EPOK	Oksywie
EPOL	Olesno
EPOM	Ostrow Wielkopolski Michalkow
EPOP	Opol Polska Nowa Wies
EPPI	Pila
EPPK	Poznan Kobylnica
EPPL	Plock
EPPO	Poznan Lawica
EPPR	Pruszcz Gdanski
EPPT	Piotrkowtrybunalaky
EPPW	Powidz
EPRA	Radom
EPRG	Rybnik Gotartowice
EPRJ	Rzeszow
EPRP	Radom Piastow
EPRZ	Rzeszow Jasionka
EPSC	Szczecin Goleniow
EPSD	Szczecin Dabie
EPSK	Slupsk Redzikowo
EPSN	Swidwin
EPSO	Sochaczew
EPSR	Slupsk Krepa
EPST	Stalowa Wola Turbia
EPSU	Suwalki
EPSW	Swidnik
EPSY	Szymany
EPTM	Tomaszow Mazowiecki
EPTO	Torun
EPWA	Warsaw Okecie
EPWK	Wloclawek Kruszyn
EPWR	Wroclaw Strachowice
EPWS	Wroclaw Szymanow
EPZA	Zamosc Mokre
EPZG	Zielona Gora Babimost
EPZN	Zagan
EPZP	Zilona Gora Przylep
EPZR	Zar
ESCF	Linkoping Malmen
ESCK	Norrkoping Bravalla
ESCL	Soderhamn
ESCM	Uppsala
ESCN	Stockholm Tullinge
ESCY	Nykoping Nyge
ESDA	Ljungbyhed
ESDB	Angelholm
ESDF	Ronneby
ESFH	Hasslosa
ESFI	Knislinge
ESFJ	Sjobo
ESFM	Moholm
ESFQ	Kosta
ESFR	Rada
ESFS	Sandvik
ESFU	Vaxjo Urasa
ESFY	Byholma
ESGA	Backamo
ESGC	Alleberg
ESGD	Tidaholm
ESGE	Boras Viared
ESGF	Falkenberg Morup
ESGG	Goteburg Landvetter
ESGH	Herrljunga
ESGI	Alingsas
ESGJ	Jonkoping
ESGK	Falkoping
ESGL	Lidkoping
ESGM	Oresten
ESGN	Gotene Brannebrona
ESGP	Goteborg Save
ESGR	Skovde
ESGS	Stromstad Nasinge
ESGT	Trollhatten Vanersborg
ESGU	Uddevalla Rorkarr
ESGV	Varberg
ESGY	Saffle
ESHB	Goteborg Ostra Sjukhuset
ESHC	Stockholm Sodersjukhuset
ESHG	Stockholm Gamla Stan
ESHH	Helsingborg Harbour
ESHK	Stockholm Karolinska
ESHL	Stockholm Huddinge Sjukhuset
ESHM	Malmo Harbour
ESHO	Skovde Sjukhuset
ESHR	Akersberga
ESHS	Gothenburg Sahlgrenska
ESHT	Stockholm Gardet
ESHU	Uppsala Akademiska Sjukhuset
ESHV	Vaxholm
ESHW	Vastervik Sjukhuset
ESIA	Karlsborg
ESIB	Satenas
ESKA	Gimo
ESKB	Stockholm Barkaby
ESKC	Sundbro
ESKD	Dala Jarna
ESKG	Gryttjom
ESKH	Eskharad
ESKK	Karlskoga
ESKM	Mora Siljan
ESKN	Stockholm Skavsta
ESKO	Munkfors
ESKS	Strangnas
ESKT	Tierp
ESKU	Sunne
ESKV	Arvika
ESKX	Bjorkvik
ESMA	Emmaboda
ESMB	Borglanda
ESMC	Eksjo Ranneslatt
ESMD	Hassleholm
ESME	Eslov
ESMF	Fagerhult
ESMG	Ljungby Feringe
ESMH	Hoganas
ESMI	Sovdeborg
ESMJ	Kagerod
ESMK	Kristianstad Everod
ESML	Landskrona Viarp
ESMN	Byholma
ESMO	Oskarhamn
ESMP	Anderstorp
ESMQ	Kalmar
ESMR	Knislinge
ESMS	Malmo Sturup
ESMT	Halmstad
ESMU	Mockeln
ESMV	Hagshult
ESMW	Tingsyrd
ESMX	Vaxjo Ronoberg
ESMY	Smalandsstenar
ESMZ	Olanda
ESNA	Hallviken
ESNB	Solleftea
ESNC	Hede Hedlanda
ESND	Sveg
ESNE	Overkalix Naisheden
ESNF	Farila
ESNG	Gallivare
ESNH	Hudiksvall
ESNI	Kubbe
ESNJ	Jokkmokk
ESNK	Kramfors
ESNL	Lycksele
ESNM	Optand
ESNN	Sundsvall-Harnosand
ESNO	Ornskoldsvik
ESNP	Pitea
ESNQ	Kiruna
ESNR	Orsa
ESNS	Skelleftea
ESNT	Sattna
ESNU	Umea
ESNV	Vilhelmina
ESNX	Ardvidsjaur
ESNY	Soderhamn
ESOE	Orebro
ESOH	Hagfors
ESOK	Karlstad
ESOL	Storvik Lemstanas
ESOW	Vastervas Hasslo
ESPA	Lulea Kallax
ESPC	Ostersund Froson
ESPD	Storuman
ESPE	Vidsel
ESPG	Boden
ESPJ	Heden
ESQO	Arboga
ESQP	Berga
ESSA	Stockholm Arlanda
ESSB	Stockholm Bronna
ESSC	Eskiltuna Ekeby
ESSD	Borlange
ESSE	Stockholm Ska-Edeby
ESSF	Hultsfred
ESSG	Ludvika
ESSH	Laxa
ESSI	Visingo
ESSK	Gavle-Sandviken
ESSL	Linkoping SAAB
ESSM	Brattforsheden
ESSN	Norrtalje
ESSP	Norrkoping Kungsangen
ESST	Torsby Fryklanda
ESSU	Eskiltuna
ESSV	Visby
ESSW	Vastervik
ESSX	Vasteras Johannisberg
ESSZ	Vangso
ESTL	Ljungbyhed
ESTO	Tomelilla
ESUA	Amsele
ESUB	Arbra
ESUD	Storumam
ESUE	Idre
ESUF	Fallfors
ESUG	Gargnas
ESUH	Harnosand Myran
ESUJ	Ange Talje
ESUK	Kalixfors
ESUL	Ljusdal
ESUM	Mohed
ESUP	Pajala
ESUR	Ramsele
ESUS	Asele
ESUT	Hemavan
ESUV	Alvsbyn
ESUY	Edsbyn
ESVA	Avesta
ESVG	Gagnef
ESVH	Hallefors
ESVK	Katrineholm
ESVM	Malung
ESVQ	Koping
ESVS	Siljansnas
ETAD	Spangdahlem
ETAR	Ramstein
ETAS	Sembach Hel Mil
ETAV	Siegenburg Mil
ETEB	Ansbach Hel Mil
ETED	Kaiserlautern Hel Mil
ETEH	Bad Kreuznach Hel Mil
ETEJ	Bamberg Mil
ETEK	Baumholder Mil
ETEP	Budingen Hel Mil
ETEU	Giebelstadt
ETHA	Altenstadt Mil
ETHB	Buckeburg
ETHC	Celle
ETHE	Rheine Bentlage Mil
ETHF	Fritzlar
ETHH	Bonn Hardthohe Hel Mil
ETHI	Itzehoe Mil
ETHL	Laupheim
ETHM	Mendig
ETHN	Niederstetten
ETHR	Roth Mil
ETHS	Fassberg
ETHT	Cottebus Mil
ETIC	Grafenwohr
ETID	Hanau
ETIE	Heidelberg
ETIH	Hohenfels Mil
ETIK	Illesheim Mil
ETIN	Kitzingen
ETIP	Landstuhl Hel Mil
ETIT	Nurnberg Hospital Hel Mil
ETIY	Landstuhl Hospital Hel Mil
ETME	Eggebek
ETMK	Kiel Mil
